timestamp	project_id	experiment_id	variation_id	user_id	end_user_id	ppid	user_ip	revenue	event_name	Mobile Visitors	Browser	Source Type
2016-07-04T13:36:09.003Z	6265170402	6405110877	6405232093	6120880714063753645	oeu1467639368984r0.4574483353483745		2606:a000:4851:5d00:3074:89a8:a449:5c6	0	https://angelic-bazaar-634.appspot.com/kairx3.html	false	gc	direct
2016-07-04T13:36:14.012Z	6265170402	6405110877	6405232093	6120880714063753645	oeu1467639368984r0.4574483353483745		2606:a000:4851:5d00:3074:89a8:a449:5c6	0	table_clicks	false	gc	direct
2016-07-04T13:36:14.021Z	6265170402	6405110877	6405232093	6120880714063753645	oeu1467639368984r0.4574483353483745		2606:a000:4851:5d00:3074:89a8:a449:5c6	0	engagement	false	gc	direct
2016-07-04T13:36:18.711Z	6265170402	6405110877	6405232093	6120880714063753645	oeu1467639368984r0.4574483353483745		2606:a000:4851:5d00:3074:89a8:a449:5c6	0	close_button_clicks	false	gc	direct
2016-07-04T13:36:31.320Z	6265170402	6405110877	6405232093	6120880714063753645	oeu1467639368984r0.4574483353483745		2606:a000:4851:5d00:3074:89a8:a449:5c6	0	https://angelic-bazaar-634.appspot.com/kairx4.html	false	gc	direct
2016-07-04T13:36:50.070Z	6265170402	6405110877	6405232093	6120880714063753645	oeu1467639368984r0.4574483353483745		2606:a000:4851:5d00:3074:89a8:a449:5c6	0	svg_clicks	false	gc	direct
2016-07-04T13:36:50.081Z	6265170402	6405110877	6405232093	6120880714063753645	oeu1467639368984r0.4574483353483745		2606:a000:4851:5d00:3074:89a8:a449:5c6	0	engagement	false	gc	direct
2016-07-04T13:50:48.145Z	6265170402	6405110877	6405232093	6120880714063753645	oeu1467639368984r0.4574483353483745		71.77.70.93	0	https://angelic-bazaar-634.appspot.com/kairx4.html	false	gc	direct
2016-07-04T13:52:06.695Z	6265170402	6405110877	6405232093	6120880714063753645	oeu1467639368984r0.4574483353483745		2606:a000:4851:5d00:3074:89a8:a449:5c6	0	engagement	false	gc	direct
2016-07-04T13:53:59.963Z	6265170402	6405110877	6405232093	6120880714063753645	oeu1467639368984r0.4574483353483745		71.77.70.93	0	https://angelic-bazaar-634.appspot.com/kairx3.html	false	gc	direct
2016-07-04T13:54:02.930Z	6265170402	6405110877	6405232093	6120880714063753645	oeu1467639368984r0.4574483353483745		71.77.70.93	0	engagement	false	gc	direct
2016-07-05T01:26:48.107Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	https://angelic-bazaar-634.appspot.com/kairx4.html	false	gc	referral
2016-07-05T01:27:36.548Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:36.559Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	engagement	false	gc	referral
2016-07-05T01:27:37.218Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:37.697Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:38.154Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:38.836Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:39.411Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:39.908Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:40.388Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:41.158Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:41.646Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:42.432Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:43.016Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:43.707Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:44.661Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:45.135Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:45.737Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
2016-07-05T01:27:46.763Z	6265170402	6405110877	6405232093	5350608838600932600	oeu1466019878375r0.2580454468254141		76.225.148.13	0	svg_clicks	false	gc	referral
